idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,d3c_raw,exporter
1614365,1062,Other Services,Large,Central,Establishment,Manufacturing,Central,272,Yes,Fresh,English,3,4,2025,10,18,2024,12,31,36,6,6.0,Yes,Yes,Yes,,Shareholding company with shares traded on the stock market,,0.0,50,0.0,50,0,Yes,30.0,1986,Don't know (spontaneous),1986,18.0,No,No,,No,,,,Yes,2.0,0.0,50.0,10.0,,Yes,10.0,Yes,10.0,No,,,,It is suitable for only some operational needs,No,,,1,1,2.0,0.0,With no difficulty at all,Printing and reproduction of recorded media,61,100000000000.0,ONE HUNDRED BILLION,95000000000.0,NINETY FIVE BILLION,100.0,100,0,0,,,,,,,,,,20,80,Yes,Belgium,Yes,1.0,8.0,1.0,8.0,Don't know (spontaneous),Yes,Yes,Strongly agree,Strongly agree,Strongly agree,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,All managers and most production workers,Yes,Their own performance,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,National ,Too many to count,The market is dominated by a few firms,Increased,No,1,Yes,1,Yes,"WE BROUGHT THE NEWS APP WHICH HAS ENHANCED ACCESSIBILITY, ENABLING REAL TIME UPDATES,  USER ENGAGEMENT WHEREBY USERS CAN LISTEN TO PODCASTS,  READ NEWS ONLINE AND WATCH DIFFERENT TV STATIONS",Yes,THE COMMISSION SALES PROCESSESING WITH A UNIQUE SOFTWARE WHERE BY ACCOUNT SYSTEMS CAPTURES IN REAL TIME AND PAYMENT IS GENERATED AUTOMATICALLY  WHICH IS FASTER,No,,,,,,,,,Yes,30.0,No,Strongly agree,Yes,15000000.0,No,Yes,93,0,0,7,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,Yes,No,,Application was approved in full,60.0,Yes,71,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,29,Credit cards,,Above 0 but below 0.5%,Don't know (spontaneous),Yes,3.0,No,No,,8,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,Yes,Not difficult at all,Yes,30.0,No payments or gifts are paid,,No,,,Yes,60.0,No,0.0,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,11,1,5,4,15,3,14,12,8,9,13,10,2,6,7,Practices of competitors in the informal sector,11,1,5,4,15,3,14,12,8,9,13,10,2,6,7,222,230,100.0,,150.0,72.0,Don't know (spontaneous),Don't know (spontaneous),,140,10,0,1,120.0,,50.0,,Don't know (spontaneous),,Don't know (spontaneous),,,50,50,Don't know (spontaneous),12.0,Yes,No dispute has been resolved,,Don't know (spontaneous),,No obstacle,No obstacle,138750,111000000.0,3634146,Liters,,14900000,9466088000.0,510496000.0,13462091000.0,,23246174000.0,30,3,4,2025,16,50,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,1811,Central,Large (100 or more),Other Services,Fresh,1.7869694,2.0788314,3.1355643,23,0,0.0
1614366,1078,Retail,Small,Central,Establishment,Retail services,Central,5,No,Fresh,English,10,7,2025,16,0,2024,12,31,36,4,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,Yes,100.0,2017,5,2017,20.0,Yes,No,,No,,,,Yes,2.0,5.0,30.0,,100000.0,No,,No,,No,,,,PIPED WATER NOT USED FOR OPERATIONS,No,,,0,0,,0.0,With no difficulty at all,Retail trade of ,80,20000000.0,TWENTY MILLION,10000000.0,TEN MILLION,,100,0,0,,,,,,,,,,0,100,No,,,,,,,,No,,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,1,Yes,THEY INTRODUCED NEW MATERIALS THAT  HAVE A LIGHT WEIGHT AND A GOOD THERMAL INSULATION THAN  THE PREVIOUSLY SOLD MATERIALS,No,,No,,,,,,100.0,Square Meters,,No,,,Tend to agree,No,,No,No,70,30,0,0,0,0,0,No,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,No,No,No,Other,,,No,30,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,0.0,70,"Other (including e-money, e-wallet, and mobile money",e-wallet,1.0,No time spent,Yes,2.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,Refunds take too long to receive,No,,No,,No payments or gifts are paid,,No,,,Yes,One day or less,No,1.0,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Major obstacle,No obstacle,Minor obstacle,Major obstacle,Major obstacle,Minor obstacle,Major obstacle,Minor obstacle,15,5,13,10,12,9,4,8,3,11,7,1,14,2,6,Tax rates,15,5,13,10,12,9,4,8,3,11,7,1,14,2,6,5,3,2.0,,,,,,5.0,0,0,5,0,,,,,,,No,,,1,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,Minor obstacle,200,70000.0,0,,,0,2400000.0,0.0,,12000000.0,,2,10,7,2025,17,58,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,4751,Central,Small (5-19),Retail,Fresh,135.33292,147.28436,269.53134,5,0,0.0
1614367,1086,Other Services,Large,Central,Establishment,Other services,Central,5,No,Fresh,English,20,8,2025,12,47,2024,12,31,36,22,,,,,,Shareholding company with non-traded shares or shares traded privately,,1.0,Fully domestically owned (private),0.0,0,0,No,,2006,5,2006,20.0,No,No,,No,,,,Yes,1.0,4.0,40.0,No Losses,,No,,No,,No,,,,It is suitable for only some operational needs,Yes,10.0,12.0,0,1,One day or less,0.0,With no difficulty at all,Construction of,100,500000000.0,FIVE HUNDRED MILLION,100000000.0,ONE HUNDRED MILLION,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to disagree,Tend to disagree,,,,,,,,,,,,National ,10.0,There is competition among many firms,Increased,No,0,No,0,,,No,,No,,,,,,,,,Yes,30.0,No,Tend to disagree,No,,No,No,0,30,0,30,0,30,10,No,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,2019.0,5000000000.0,No,,,,,,,No,Yes,No,,Application was approved in part,180.0,Yes,100,"Bank transfers, including through online and mobile banking",,1.0,0.0,100," Bank transfers, including through online and mobile banking",,0.0,10,Yes,12.0,No,Yes,One week or less,5,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,Yes,Moderately difficult,No,,No payments or gifts are paid,,No,,,Yes,30.0,No,1.0,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,14,5,11,13,15,2,8,6,3,12,7,9,1,10,4,Access to finance,14,5,11,13,15,2,8,6,3,12,7,9,1,10,4,5,5,5.0,,,,,,2.0,5,0,0,1,,,,,2.0,,No,,,8,8,0.0,9.0,Yes,12.0,,Yes,No,Moderate obstacle,Moderate obstacle,100,100000.0,15000,Liters,,75000,20000000.0,2280000.0,,,,10,20,8,2025,14,17,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,4321,Central,Large (100 or more),Other Services,Fresh,1.7869694,2.0788314,3.1355643,23,0,0.0
1614368,1087,Retail,Medium,Eastern,Establishment,Other services,Eastern,17,No,Fresh,English,12,9,2025,15,49,2024,12,31,36,18,,,,,,Sole proprietorship,,0.0,Fully domestically owned (private),0.0,0,0,No,,2007,2,2010,18.0,No,No,,No,,,,Yes,6.0,3.0,0.0,5.0,,No,,Yes,5.0,Yes,7.0,No,300000.0,It is suitable for all operational needs,Yes,4.0,6.0,0,0,,0.0,With no difficulty at all,Wholesale trade of ,100,90000000.0,ninety million,25000000.0,twenty five million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,Yes,delivering goods to customers using their vehicles,No,,,,,,,,,Yes,30.0,No,Tend to agree,No,,No,No,70,10,0,20,0,0,0,Yes,120000000.0,0.0,60.0,,0.0,,0.0,,40.0,,0.0,,0.0,,0.0,,Yes,No,Yes,Private commercial banks,2023.0,150000000.0,Yes,Yes,No,No,Yes,Yes,200000000.0,Yes,No,No,Size of loan and maturity were insufficient,,,Yes,40,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,50," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,7,Yes,5.0,No,Yes,3.0,72,"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,Yes,Somewhat difficult,Yes,30.0,No payments or gifts are paid,,Yes,Still in process,No,Yes,30.0,No,0.0,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Very severe obstacle,No obstacle,No obstacle,Very severe obstacle,8,9,11,4,5,3,2,12,13,15,14,7,1,10,6,Transport,8,9,11,4,5,3,2,12,13,15,14,7,1,10,6,17,17,80.0,,,,,,4.0,7,6,4,0,,,,,,,Yes,Dismissals were immediate,No severance was paid,No part-time workers,No full-time seasonal or temporary workers,,,No,,,Yes,No,No obstacle,No obstacle,188,150000.0,12000,Liters,,60000,18000000.0,2700000.0,,,,15,12,9,2025,17,18,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4630,Eastern,Medium (20-99),Retail,Fresh,18.210592,20.200562,37.88092,57,0,0.0
1614369,1088,Other Services,Medium,Western,Establishment,Other services,Western,5,No,Fresh,English,7,8,2025,10,3,2024,12,31,36,8,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2009,Don't know (spontaneous),2010,,No,No,,No,,,,Yes,50.0,2.0,One minute or less,Don't know (spontaneous),,Yes,40.0,No,,No,,,,It is suitable for all operational needs,Yes,0.0,,0,1,2.0,1.0,With some difficulty,Hotel,100,162000000.0,One hundred sixty two million,Don't know (spontaneous),,,80,20,0,,,,,,,,,2010.0,100,0,,,,,,,,,No,,Tend to agree,Strongly agree,Strongly agree,,,,,,,,,,,,National ,Too many to count,There is competition among many firms,Increased,No,0,Don't know (spontaneous),1,No,We introduced WiFi Internet all our rooms which we didn't have before,No,,No,,Don't know (spontaneous),50.0,Square Meters,,,,,No,,,Strongly agree,No,,No,No,60,20,0,0,0,20,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,20,"Other (including e-money, e-wallet, and mobile money",Mobile money,Payment received in less than a day,0.0,0,,,,10,Yes,Don't know (spontaneous),No,Don't know (spontaneous),,Don't know (spontaneous),"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,Refusal (spontaneous),,No,,,Yes,One day or less,No,2.0,Very severe obstacle,Minor obstacle,Don't know (spontaneous),Does not apply,Moderate obstacle,Does not apply,Moderate obstacle,Major obstacle,Don't know (spontaneous),Does not apply,Major obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,7,10,11,4,12,15,14,1,13,3,5,2,6,9,8,Access to land,7,10,11,4,12,15,14,1,13,3,5,2,6,9,8,5,Don't know (spontaneous),45.0,,,,,,3.0,1,1,3,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,Don't know (spontaneous),,Minor obstacle,Minor obstacle,600,600000.0,100000,Liters,,500000,12000000.0,0.0,,,,30,7,8,2025,11,17,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,5510,Western,Medium (20-99),Other Services,Fresh,20.280022,22.385155,41.969807,39,0,0.0
1614370,1094,Other Manufacturing,Small,Northern,Establishment,Manufacturing,Northern,17,No,Fresh,English,9,9,2025,17,6,2024,12,31,36,9,,,,,,Partnership,,0.0,Fully domestically owned (private),0.0,0,0,No,,2019,3,2020,7.0,No,No,,No,,,,No,,,,,,Yes,100.0,No,,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,There is only one available internet provider,Manufacturing of ,100,280000000.0,two hundred eighty million,270000000.0,two hundred seventy million,50.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to agree,,,,,,,,,,,,National ,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,100,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,10,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,0.0,10,"Other (including e-money, e-wallet, and mobile money",mobile money,0.0,No time spent,No,,,,,Don't know (spontaneous),"Yes, fully","Yes, fully",Yes,4.0,,No,,No,,No payments or gifts are paid,,No,,,No,,,0.0,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,9,2,11,5,15,6,14,3,13,7,12,10,8,4,1,Tax rates,9,2,11,5,15,6,14,3,13,7,12,10,8,4,1,17,17,17.0,,10.0,7.0,0.0,5.0,,6,2,2,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,188,150000.0,36585,Liters,,150000,58000000.0,25000000.0,85000000.0,,1000000000.0,18,9,9,2025,18,6,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,2511,Northern,Small (5-19),Other Manufacturing,Fresh,18.224386,18.668732,33.740925,71,0,0.0
1614371,1095,Other Services,Large,Eastern,Establishment,Other services,Eastern,8,Yes,Fresh,English,27,9,2025,17,0,2024,12,31,36,16,100.0,No,,,Yes,Sole proprietorship,,0.0,Fully domestically owned (private),0.0,0,0,No,,2000,5,2000,20.0,No,No,,No,,,,Yes,2.0,2.0,0.0,No Losses,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,With no difficulty at all,Other services ,100,105000000.0,one hundred five million,98000000.0,ninety eight million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Tend to agree,Strongly agree,,,,,,,,,,,,National ,15.0,The market is dominated by a few firms,Increased,Yes,0,No,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,100,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,20,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,Above 0 but below 0.5%,5," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,10,Yes,4.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,Yes,5.0,No,1.0,No obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Major obstacle,No obstacle,6,15,13,5,14,12,3,1,11,4,2,9,7,8,10,Tax rates,6,15,13,5,14,12,3,1,11,4,2,9,7,8,10,7,5,20.0,,,,,,0.0,1,0,6,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,20,20000.0,2439,Liters,,10000,50000000.0,15000000.0,,,,30,27,9,2025,18,10,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,5229,Eastern,Large (100 or more),Other Services,Fresh,1.1893029,1.3265494,2.1623507,67,0,0.0
1614372,1104,Other Manufacturing,Large,Central,Establishment,Manufacturing,Central,200,Yes,Fresh,English,10,3,2025,11,28,2024,12,31,36,9,12.0,Yes,Yes,Yes,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,1996,200,1996,15.0,No,No,,No,,,,No,,,,,,No,,No,,No,,,,It is suitable for all operational needs,No,,,1,0,,0.0,Unable to change provider,Manufacturing of ,100,9600000000.0,nine billion six hundred million,8000000000.0,Eight billion,Don't know (spontaneous),80,10,10,South Sudan,Yes,Less than one day,Don't know (spontaneous),Less than one day,6.0,30.0,Yes,Don't know (spontaneous),90,10,Yes,"Korea, Republic of",Yes,Less than one day,Don't know (spontaneous),Less than one day,Don't know (spontaneous),10.0,No,,Strongly agree,Tend to agree,Tend to agree,We fixed it but did not take further action,No,,No,,,,No,,Does not apply (spontaneous),Within 6 months of identifying non-manager under-performance,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,1,No,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,0,100,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,Don't know (spontaneous),No,No,No need for a loan - establishment had sufficient capital,,,Yes,30,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,0.0,30," Bank transfers, including through online and mobile banking",,0.0,Don't know (spontaneous),No,,,,,Don't know (spontaneous),No,No,No,,The establishment did not need to request a refund,No,,No,,,200000.0,No,,,No,,,0.0,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,14,15,3,11,7,1,12,13,9,2,6,4,8,10,Don't know (spontaneous),5,14,15,3,11,7,1,12,13,9,2,6,4,8,10,200,150,50.0,,150.0,50.0,30.0,20.0,,100,30,20,0,,,,,,,No,,,50,60,30.0,One month or less,No,,,No,,No obstacle,No obstacle,340,76230.0,130,Cubic meters,,200000,500000000.0,30000000.0,250000000.0,,1000000000.0,30,10,3,2025,14,19,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,2220,Central,Large (100 or more),Other Manufacturing,Fresh,1.3047224,1.574964,2.3064144,19,10,1.0
1614373,1108,Food,Large,Eastern,Establishment,Manufacturing,Eastern,28,Yes,Fresh,English,19,7,2025,13,13,2024,12,31,36,16,15.0,No,,,Yes,Sole proprietorship,,0.0,Fully domestically owned (private),0.0,0,0,No,,1997,11,1997,35.0,No,No,,No,,,,Yes,8.0,1.0,0.0,No Losses,,No,,No,,No,,,,It is suitable for all operational needs,Yes,2.0,6.0,0,0,,0.0,With no difficulty at all,Manufacturing of ,100,10000000000.0,ten billion,8500000000.0,"eight billion,five hundred million",20.0,0,0,100,Italy,Yes,7.0,0.0,5.0,0.0,15.0,No,1999.0,100,0,,,,,,,,,No,,Strongly agree,Strongly agree,Strongly agree,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Only possible to achieve with extraordinary effort,All managers and most production workers,Yes,Their team's or shift performance,Promotions were based solely on performance and ability,Rarely or never,International,,,Increased,Yes,0,No,0,,,No,,No,,,,,,,,,No,,,Strongly agree,Yes,30000000.0,Yes,Yes,60,0,0,0,40,0,0,Yes,1000000000.0,0.0,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,100,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,5,"Other (including e-money, e-wallet, and mobile money",mobile money,Above 0 but below 0.5%,2,Yes,3.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,Yes,5.0,No,0.0,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,Very severe obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,3,12,15,9,11,5,1,14,7,4,2,13,8,6,10,Customs and trade regulations,3,12,15,9,11,5,1,14,7,4,2,13,8,6,10,28,14,95.0,,7.0,21.0,2.0,4.0,,2,5,0,1,7.0,,21.0,,6.0,,No,,,No part-time workers,40,36.0,One month or less,No,,,Yes,Yes,No obstacle,No obstacle,200,200000.0,100,Cubic meters,,100000,500000000.0,150000000.0,3000000000.0,,1550000000.0,30,19,7,2025,15,1,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,1079,Eastern,Large (100 or more),Food,Fresh,1.0,1.0,1.2012719,61,100,1.0
1614374,1109,Retail,Medium,Eastern,Establishment,Other services,Eastern,7,No,Fresh,English,10,9,2025,10,35,2024,12,31,36,18,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2012,3,2014,15.0,No,No,,Yes,14.0,No,500000.0,Yes,6.0,5.0,0.0,40.0,,Yes,15.0,Yes,25.0,No,,,,It is suitable for all operational needs,Yes,5.0,2.0,0,0,,0.0,With no difficulty at all,Wholesale trade of ,100,120000000.0,one hundred twenty million,20000000.0,twenty million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,,,,Yes,7.0,No,Tend to disagree,No,,No,No,70,10,0,20,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,2022.0,70000000.0,Yes,Yes,No,No,Yes,No,80000000.0,Yes,No,No,Collateral requirements were too high,,,No,20,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,Above 0 but below 0.5%,15,"Other (including e-money, e-wallet, and mobile money",mobile money,Above 0 but below 0.5%,3,No,,,,,72,"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,Yes,Somewhat difficult,Yes,7.0,No payments or gifts are paid,,No,,,Yes,30.0,No,0.0,No obstacle,No obstacle,Major obstacle,No obstacle,Minor obstacle,No obstacle,Very severe obstacle,No obstacle,No obstacle,No obstacle,Very severe obstacle,No obstacle,No obstacle,Moderate obstacle,11,5,1,13,7,3,2,6,14,9,12,10,15,4,8,Corruption,11,5,1,13,7,3,2,6,14,9,12,10,15,4,8,7,5,100.0,,,,,,1.0,3,4,0,0,,,,,,,Yes,Dismissals were immediate,No severance was paid,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,100,80000.0,7000,Liters,,35000,3000000.0,450000.0,,,,15,10,9,2025,15,9,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4630,Eastern,Medium (20-99),Retail,Fresh,18.210592,20.200562,37.88092,57,0,0.0
